,ID,SUMMARY
124,HTTPCLIENT-383, HostConfiguration handling requires cleanup 
125,HTTPCLIENT-216, Cookies with null path attribute are rejected in the compatibility mode 
126,HTTPCLIENT-352, Allow polymorphic use of addParameter 
127,HTTPCLIENT-4, Chunked transfer encoding not isolated from application. 
128,HTTPCLIENT-206," URI class constructors need revision, optimization "
129,HTTPCLIENT-1179, Upgrade commons-codec 1.4 -> 1.6 
130,HTTPCLIENT-176, Unusual Http status line 
131,HTTPCLIENT-1135," RandomAccessFile mode ""w"" is not valid "
132,HTTPCLIENT-54, Handle Null Arguments consistantly 
133,HTTPCLIENT-1086, Use Iterable<? extends UrlEncodedFormEntity> instead of List<? extends UrlEncodedFormEntity> in URLEncodedUtils.format and UrlEncodedFormEntity 
134,HTTPCLIENT-1063," ResponseContentEncoding should also handle x-gzip, compress and x-compress "
135,HTTPCLIENT-304, Cleanup use of EncodingUtil and HttpConstants 
136,HTTPCLIENT-79, Preemtive Auth fails whithout credentials 
137,HTTPCLIENT-385, Access to SO_TIMEOUT for open connections 
138,HTTPCLIENT-239, Redirect 302 to the same URL causes max redirects exception 
139,HTTPCLIENT-868," Add <a name=""""> anchors to documentation sections "
140,HTTPCLIENT-1152, org.apache.http.impl.client.cache.memcached.MemcachedHttpCacheStorage should verify class of returned object before casting 
141,HTTPCLIENT-437, method.getURI()  returns escaped URIs but it shouldn't 
142,HTTPCLIENT-110, Port 80 is needed to run tests 
143,HTTPCLIENT-522, ProxyCredentials disclosed to remote host 
144,HTTPCLIENT-197," Problem with redirect on HEAD when (bad, naughty) server returns body content "
145,HTTPCLIENT-316, release is not signed 
146,HTTPCLIENT-237, wire logger skips empty line 
147,HTTPCLIENT-281, DefaultHttpParamsFactory violates applet sandbox 
148,HTTPCLIENT-615, Consider making HostConfiguration immutable 
149,HTTPCLIENT-842," Link javadocs of HttpClient, HttpCore and HttpMime "
150,HTTPCLIENT-717, NPE in SimpleHttpConnectionManager.shutdown() 
151,HTTPCLIENT-50, User configurable cookie policy 
152,HTTPCLIENT-1002, Stale connections are never detected when wireLog.isDebugEnabled() == true 
153,HTTPCLIENT-487, ParameterParser parse method for authentication headers does not appear to deal with empty value strings 
154,HTTPCLIENT-1003, Handle conditional requests in cache 
155,HTTPCLIENT-791, Default retry count three even if documentation says it's five 
156,HTTPCLIENT-278, Add the ability to disable the content-type and transfer encoding headers for Parts 
157,HTTPCLIENT-106, Path should not be encoded in HttpMethodBase 
158,HTTPCLIENT-699, Performance tuning 
159,HTTPCLIENT-221, error handling duplicate connection headers 
160,HTTPCLIENT-567, EasyX509TrustManager no longer checks cert expiry 
161,HTTPCLIENT-122, HttpMultiClient reuses closed connections 
162,HTTPCLIENT-909, Upgrade all default socket factories to use SO_REUSEADDR parameter 
163,HTTPCLIENT-975, add support to caching module for RFC 5861 (stale-on-error and stale-while-revalidate) 
164,HTTPCLIENT-208, Netscape proxy problem wtih POST 
165,HTTPCLIENT-95, Proxy authentication does not handle multiple multiple authentication schemes 
166,HTTPCLIENT-18, Can't use proxy server with https 
167,HTTPCLIENT-195, NTLM authentication failed due to closing of connection 
168,HTTPCLIENT-542, Explicit VirtualHosts Can Cause Issues On Redirects 
169,HTTPCLIENT-1076, [GSoC 2011] Fluent API to HttpClient 
170,HTTPCLIENT-1011, CachingHttpClient.execute() does not catch the IOException thrown by HttpCache.getCacheEntry() 
171,HTTPCLIENT-410, Typos in MultiThreadedHttpConnectionManager 
172,HTTPCLIENT-1037, FormBodyPart code does not agree with ContentDescriptor Javadoc wrt nullability of mimeType and transferEncoding 
173,HTTPCLIENT-113, NullPointerException in HttpMethodBase.getResponseBodyAsString 
174,HTTPCLIENT-236, URI.normalize() error 
175,HTTPCLIENT-807, ContentBody doesn't currently have a setMimeType method. 
176,HTTPCLIENT-43, replace the PostMethod parameters HashMap with a List 
177,HTTPCLIENT-1051, SSL connections cannot be established using resolvable IP address 
178,HTTPCLIENT-591, Apply the supplied patch. Sets 2 variable in the base class to protected 
179,HTTPCLIENT-570, Failed CONNECT leaves connection in an inconsistent state 
180,HTTPCLIENT-723, HttpRoutePlanner based on ProxySelector 
181,HTTPCLIENT-1078, DecompressingEntity not calling close on InputStream retrieved by getContent 
182,HTTPCLIENT-1013, website: 404 for several documentation pages 
183,HTTPCLIENT-130, HttpMethodBase does not compile on JDK prior to 1.3 
184,HTTPCLIENT-718," SSL verification occurs before setSoTimeout, which can lead to hangs "
185,HTTPCLIENT-784, Multipart post is broken 
186,HTTPCLIENT-644, Bad request vulnerability  
187,HTTPCLIENT-640, contrib.ssl.HostConfigurationWithHostFactory 
188,HTTPCLIENT-1128, Provide factory method to create DefaultHttpClient instances pre-configured based on JSSE and networking system properties 
189,HTTPCLIENT-123, MultipartPostMethod does not check for error messages 
190,HTTPCLIENT-149, 303 Redirects are not handled properly 
191,HTTPCLIENT-979, cache entry resource management should be extracted from CachingHttpClient 
192,HTTPCLIENT-1072, Inline nested jars in OSGi bundles 
193,HTTPCLIENT-649, Support multiple proxies 
194,HTTPCLIENT-747, No entry created for this pool. 
195,HTTPCLIENT-634, HostConfiguration socketFactory is ignored 
196,HTTPCLIENT-668, make sure no static loggers are used 
197,HTTPCLIENT-948, IdleConnectionHandler can leave closed connections in a inconsistent state 
198,HTTPCLIENT-786, variables should be accessed through getters 
199,HTTPCLIENT-610, HttpMethodBase.getResponseBodyAsString(long limit) 
200,HTTPCLIENT-341, HttpUrl does not accept unescaped passwords 
201,HTTPCLIENT-429, Problem getting the HTTPClient to use HTTP 1.0 with a proxy server 
202,HTTPCLIENT-911," Support underscore in domain name, or provide better exception "
203,HTTPCLIENT-753, move class Scheme and friends to a separate package 
204,HTTPCLIENT-695, broken link to the release notes 
205,HTTPCLIENT-259, [Maven] Migrate checkstyle.properties to XML 
206,HTTPCLIENT-117, Move to the new URIUtil class 
207,HTTPCLIENT-748, make SchemeRegistry friendlier for DI frameworks 
208,HTTPCLIENT-742, common interface for HttpRoute and RouteTracker 
209,HTTPCLIENT-265, Error releasing chunked connections with no response body. 
210,HTTPCLIENT-1153, org.apache.http.impl.client.cache.memcached.MemcachedHttpCacheStorage uses URL as cache key - shouldn't. 
211,HTTPCLIENT-214, HttpClient drops connection to the proxy when an invalid 'connection: close' directive is encountered in 'connection established' response 
212,HTTPCLIENT-999, need tests to guarantee transparency of caching module on end-to-end headers 
213,HTTPCLIENT-633, MultiThreadedHttpConnectionManager does not properly respond to thread interrupts 
214,HTTPCLIENT-1065, Documentation on SingleClientConnManager(SchemeRegistry schreg) constructor is wrong 
215,HTTPCLIENT-1079, Kerberos cross-realm support is broken 
216,HTTPCLIENT-981, CachingHttpClient returns a 411 respones when executing a POST (HttpPost) request  
217,HTTPCLIENT-735, allow unsetting of DEFAULT_PROXY and FORCED_ROUTE parameters in the client stack 
218,HTTPCLIENT-128, Redirection of a POST method 
219,HTTPCLIENT-427, Implement a cache to perform real request only when needed 
220,HTTPCLIENT-412, Document SINGLE_COOKIE_HEADER param in the cookie guide 
221,HTTPCLIENT-1140, Infinite loop on basic authentication 
222,HTTPCLIENT-47, User definable default headers support 
223,HTTPCLIENT-964, no-cache directives with field names are transmitted downstream 
224,HTTPCLIENT-268, Socket streams are closed in the incorrect order. 
225,HTTPCLIENT-131, [HttpClient] Authenticator() - ability to perform alternate authentication 
226,HTTPCLIENT-373, Allow configuration of SO_LINGER 
227,HTTPCLIENT-307, An IOException or RuntimeException leaves the underlying socket in an undetermined state 
228,HTTPCLIENT-34, optimization in sending request 
229,HTTPCLIENT-228, Request with DIGEST authentication fails when redirected 
230,HTTPCLIENT-967, allow cache to be configured as a non-shared (private) cache 
231,HTTPCLIENT-923, NetscapeDraftSpec is too strict about cookie expires date format 
232,HTTPCLIENT-187, Provide general HTTP date parsing 
233,HTTPCLIENT-862, Extend the client's redirect handling interface to allow control of the content of the redirect 
234,HTTPCLIENT-38, Header Connection Close - Closes the Connection 
235,HTTPCLIENT-119, [PATCH] FilePart fails to send data on second call to send 
236,HTTPCLIENT-295, HttpClient loops endlessly while trying to retrieve status line 
237,HTTPCLIENT-406, Releasing a connection is unconfirmed 
238,HTTPCLIENT-326, MultiThreadedConnectionManager should provide a shutdown 
239,HTTPCLIENT-788, Public Suffix List 
240,HTTPCLIENT-296, Basic Authentification fails with non-ASCII username/password characters 
241,HTTPCLIENT-379, JVM bug 4949631 causes BufferOverflowException in HttpMethodBase.getResponseBodyAsString 
242,HTTPCLIENT-848, HttpClient:- Connections not released when SSL Tunneling fails. 
243,HTTPCLIENT-874, Override method MultipartEntity.addPart so that applications may use FormBodyPart 
244,HTTPCLIENT-1143, CachingHttpClient leaks connections with stale-if-error 
245,HTTPCLIENT-306, Redesign of HTTP authentication framework 
246,HTTPCLIENT-230, Contributed utility for determing content type from file type extension 
247,HTTPCLIENT-520, MultipartEntity incorrectly computes unknown length 
248,HTTPCLIENT-884, Charset omitted from UrlEncodedFormEntity Content-Type header 
249,HTTPCLIENT-871, Add FileBody constructor with explicit filename 
250,HTTPCLIENT-1015, Support only-if-cached directive 
251,HTTPCLIENT-143, Better integration of the TestWebApp-HowTo into the documentation 
252,HTTPCLIENT-969, BasicCookieStore.getCookies() returns non-threadsafe collection 
253,HTTPCLIENT-129, multipart feedback 
254,HTTPCLIENT-676, memory leak in MultiThreadedHttpConnectionManager 
255,HTTPCLIENT-1020, Please add maven-notice-plugin to gump-trunk 
256,HTTPCLIENT-102, Unable to get the status line from a http method object 
257,HTTPCLIENT-618, Eliminate class HostConfiguration 
258,HTTPCLIENT-790, Protocol interceptors not called when executing CONNECT methods 
259,HTTPCLIENT-601, SecureProtocolFactoryWrapper class for using the socket factory created by Java Web Start 
260,HTTPCLIENT-238, HeaderElement#parse(String) implementation is not optimal 
261,HTTPCLIENT-719, Clone support 
262,HTTPCLIENT-266, [patch] Support for digest auth MD5-sess 
263,HTTPCLIENT-835, Thread safety and visibility Improvements 
264,HTTPCLIENT-524, Provide feedback mechanism to CredentialsProvider 
265,HTTPCLIENT-402, DefaultMethodRetryHandler bug 
266,HTTPCLIENT-210, Exception handling in HttpClient requires redesign 
267,HTTPCLIENT-345, [CONTRIB] SSL authenticating protocol socket factory 
268,HTTPCLIENT-536, misleading lack of javadoc in StringRequestEntity 
269,HTTPCLIENT-789, Support for passing an SSLContext to the SSLSocketFactory of HttpClient 
270,HTTPCLIENT-255, In J2SDK 1.5.0 (Tiger) enum is a keyword 
271,HTTPCLIENT-324, [API Doc] Document exceptions thrown on execute methods 
272,HTTPCLIENT-739, CookieIdentityComparator and CookiePathComparator could/should implement Serializable 
273,HTTPCLIENT-1166, URIUtils.extractHost(...) throws a NumberFormatException line 310 
274,HTTPCLIENT-1164, Compressed entities are not being cached properly 
275,HTTPCLIENT-179, HTTPS Post Does Not Work 
276,HTTPCLIENT-546, MultiThreadedHttpConnectionManager setMaxTotalConnections() method doesn't work 
277,HTTPCLIENT-368, [PATCH]character encoding handling is invalid at multipart 
278,HTTPCLIENT-460, Windows specific implementation of the Digest auth scheme 
279,HTTPCLIENT-29, shouldn't throw exception on bad cookies 
280,HTTPCLIENT-616, HttpMethodDirector.executeWithRetry method fails to close the underlying connection if a RuntimeException is thrown 
281,HTTPCLIENT-314, New socket timeout value wont have effect if connection is reused 
282,HTTPCLIENT-701, Cookie guide lists RFC 2965 as unsupported 
283,HTTPCLIENT-162, Realm from authentication challenge unavailable 
284,HTTPCLIENT-1053, Security issue - DigestScheme uses constant nonce count value 
285,HTTPCLIENT-158, Empty response body is not properly handled when chunked encoding is used 
286,HTTPCLIENT-502, HttpConnection isOpen flag concurrency problem 
287,HTTPCLIENT-32, querystring still not set in Url*Method constructors 
288,HTTPCLIENT-544, Digest auth uses incorrect URI 
289,HTTPCLIENT-389, Provide Date Header Util Methods 
290,HTTPCLIENT-312, Update license terms 
291,HTTPCLIENT-24, Exception shouldn't be thrown for unsupported authentication method 
292,HTTPCLIENT-630, URI.java readObject()/writeObject() must be private 
293,HTTPCLIENT-485, Connection is not released back to the pool if a runtime exception is thrown in HttpMethod#releaseConnection method 
294,HTTPCLIENT-377, [API Doc] HttpClient tutorial update 
295,HTTPCLIENT-98, PUT method blocks against older servers 
296,HTTPCLIENT-420, Provide a non-pooling connection manager 
297,HTTPCLIENT-291, Cookie docs are outdated. 
298,HTTPCLIENT-1014, ByteArrayBody as an alternative to InputStreamBody 
299,HTTPCLIENT-665, Change access to internal maps of HttpState to protected. 
300,HTTPCLIENT-692, ClientConnectionManager should throw InterruptedException 
301,HTTPCLIENT-500, Dependency URL broken for commons-logging 
302,HTTPCLIENT-13, empty path not handled correctly 
303,HTTPCLIENT-217, httpMethod.abort needed 
304,HTTPCLIENT-290, MS Proxy with NTLM authentication set up does not work 
305,HTTPCLIENT-1132, porting of ProxyClient from 3.1 to 4.x API 
306,HTTPCLIENT-670, add an interface for plugable dns clients 
307,HTTPCLIENT-289, MultiThreadedHttpConnectionManager daemon Thread never GC'd 
308,HTTPCLIENT-538, New PostSOAP example (for src/examples) 
309,HTTPCLIENT-1172, LocalTestServer and supporting classes should be available as a separate jar 
310,HTTPCLIENT-740, AbstractConnPool constructor calls thread.Start() 
311,HTTPCLIENT-322, Deprecate and replace SimpleHttpConnection with the SimpleHttpServer based testing framework 
312,HTTPCLIENT-157, migrate to commons-codec Base64 
313,HTTPCLIENT-635, Port fix for HTTPCLIENT-633 to 4.0 
314,HTTPCLIENT-1122, NPE in RequestProxyAuthentication on Android 
315,HTTPCLIENT-401, HttpState should have methods for clearing all cookies and credentials 
316,HTTPCLIENT-66, RFC 2965 Support (Port sensitive cookies) 
317,HTTPCLIENT-426, httpclient doesn't read and parse response from certain types of proxy servers when POST method is used 
318,HTTPCLIENT-834, Transparent Content Coding support 
319,HTTPCLIENT-625, shutdown of MultiThreadedHttpConnectionManager 
320,HTTPCLIENT-517, Cookie Documentation clarifications 
321,HTTPCLIENT-917," When authentication is invalidated during redirection, proxy authentication also should be invalidated "
322,HTTPCLIENT-132, New Preferences Architecture 
323,HTTPCLIENT-901, Add a ContextAwareAuthScheme that has access to the HttpContext in the authenticate method 
324,HTTPCLIENT-335, Handling sub-domain cookies. 
325,HTTPCLIENT-135, Possible HttpClient codepage issue (ascii/ebcdic) on WebSphere z/OS 
326,HTTPCLIENT-930, Unencoded redirect URI causes exception when following redirects 
327,HTTPCLIENT-445, 304 response status handling 
328,HTTPCLIENT-223, URI path resolution problems. 
329,HTTPCLIENT-1039, AbstractHttpClient.determineTarget does not recognize target host correctly 
330,HTTPCLIENT-1103, GzipDecompressingEntity (and therefore ContentEncodingHttpClient) not consistent with EntityUtils.consumeEntity 
331,HTTPCLIENT-547, Provide access to port of Host header 
332,HTTPCLIENT-889, Should USE_EXPECT_CONTINUE be false by default? 
333,HTTPCLIENT-832,  MalformedCookieException: distinguish cookie syntax errors from cross-domain errors 
334,HTTPCLIENT-860," DefaultRequestDirector converts redirects of PUT/POST to GET for status codes 301, 302, 307 "
335,HTTPCLIENT-1144, Caching client has a class for common headers that was not being used consistently in the code 
336,HTTPCLIENT-1033," HttpRoute.equals(Object o) is quite inefficient, as it does not take full advantage of shortcut logic "
337,HTTPCLIENT-139, isHttp11 should have HttpClient scope 
338,HTTPCLIENT-56, Move to commons-logging 
339,HTTPCLIENT-439, Authentication fails when connecting to server with username and password in non ascii characters 
340,HTTPCLIENT-1008," Send all variants' ETags on ""variant miss"" "
341,HTTPCLIENT-489, Request is retried if preemptive authentication fails 
342,HTTPCLIENT-962, client cache may be a shared cache but is caching responses to requests with Authorization headers 
343,HTTPCLIENT-447, IllegalStateException: Authentication state already initialized 
344,HTTPCLIENT-97, Error reading data 
345,HTTPCLIENT-898, Improve multihome support 
346,HTTPCLIENT-752, version.properties 
347,HTTPCLIENT-904, HttpMime StringBody constructor throws specification unnecessarily declares UnsupportedEncodingException 
348,HTTPCLIENT-145, Align the code base with checkstyle 
349,HTTPCLIENT-152, Ensure the features.html and index.html adequately give httpclient enough credit 
350,HTTPCLIENT-151, CookieSpec.formatCookie(Cookie) produces an incorrect cookie header value 
351,HTTPCLIENT-795," If there is more than 15 seconds between HttpClient.execute() calls using a MultipartEntity, a ProtocolException is thrown complaining about the Content-Length header already being present. "
352,HTTPCLIENT-57, Define and implement Logging policy 
353,HTTPCLIENT-734, request.abort() should interrupt thread waiting for a connection 
354,HTTPCLIENT-1007," When A URL is redirected, there is no easy way to encode the new url before HC tries to execute it/ "
355,HTTPCLIENT-516, Javadoc: does not mention Expires; clarify validate 
356,HTTPCLIENT-652, Add optional state attribute to managed client connections 
357,HTTPCLIENT-686," Maven 2 POM includes junit in default ""compile"" scope, rather than ""test"" scope "
358,HTTPCLIENT-387, DefaultHttpParamsFactory.getDefaultParams() is not thread safe 
359,HTTPCLIENT-189, Set-Cookie2 and Set-Cookie 
360,HTTPCLIENT-213, Authentication fails with proxied SSL Connections 
361,HTTPCLIENT-641, Resource Leakage when loading keystore in AuthSSLProtocolSocketFactory 
362,HTTPCLIENT-1032, cache revalidation of variants does not update original variant entry 
363,HTTPCLIENT-776, NPE w/ AbstractPoolEntry.open 
364,HTTPCLIENT-559, SSL contrib files do not use standard javax.net.ssl package provided from JDK 1.4.2 
365,HTTPCLIENT-92," Cookies with ',' in the value string is not parsed correctly in some cases "
366,HTTPCLIENT-779, toplevel exception cleanup 
367,HTTPCLIENT-994, cache does not allow client to override origin-specified freshness using max-stale 
368,HTTPCLIENT-991, cache module produces improperly formatted Warning header when revalidation fails 
369,HTTPCLIENT-350, HttpState#matchCredentials is broken 
370,HTTPCLIENT-716, application-defined routes 
371,HTTPCLIENT-987, cache module does not recognize equivalent URIs 
372,HTTPCLIENT-249," please log allocation of new connections to support debugging, testing "
373,HTTPCLIENT-252, Cookie Strict Mode independent of regular Strict Mode 
374,HTTPCLIENT-51, Redefine HttpClient vs HttpMultiClient interface for 2.0 
375,HTTPCLIENT-540, Typo in API_CHANGES_3_0.txt 
376,HTTPCLIENT-974, RequestWrapper does not use the headers of the request it wraps. 
377,HTTPCLIENT-698, DefaultRedirectHandler not resolving relative location URI wrt the request URI 
378,HTTPCLIENT-105," ChunkedInputStream broken (2 bugs + fixes, 1 suggestion) "
379,HTTPCLIENT-1035, cache should invalidate obsoleted entries mentioned in Content-Location 
380,HTTPCLIENT-215, Build problem with StrictSSLProtocolSocketFactory 
381,HTTPCLIENT-209, Add set/getLocalAddress methods to HostConfiguration 
382,HTTPCLIENT-456, HttpClient should always override the host of HostConfiguration if an absolute request URI is given 
383,HTTPCLIENT-1156, Kerberos Authentication Scheme 
384,HTTPCLIENT-1087, Proxy authentication error: Unexpected state: MSG_TYPE3_GENERATED when using NTLM authentication 
